"bond_10yr","iso2c","date"
7.408095,"DK",1996-02-01
7.597619,"DK",1996-03-01
7.341579,"DK",1996-04-01
7.392,"DK",1996-05-01
7.498947,"DK",1996-06-01
7.354783,"DK",1996-07-01
7.259091,"DK",1996-08-01
7.18,"DK",1996-09-01
6.826522,"DK",1996-10-01
6.786667,"DK",1996-11-01
6.628947,"DK",1996-12-01
6.4864,"DK",1997-01-01
6.2465,"DK",1997-02-01
6.4678,"DK",1997-03-01
6.6162,"DK",1997-04-01
6.543,"DK",1997-05-01
6.396,"DK",1997-06-01
6.1065,"DK",1997-07-01
6.2371,"DK",1997-08-01
6.1618,"DK",1997-09-01
6.0678,"DK",1997-10-01
6.0625,"DK",1997-11-01
5.7425,"DK",1997-12-01
5.4895,"DK",1998-01-01
5.432,"DK",1998-02-01
5.2723,"DK",1998-03-01
5.2184,"DK",1998-04-01
5.3347,"DK",1998-05-01
5.098,"DK",1998-06-01
5.0235,"DK",1998-07-01
4.9181,"DK",1998-08-01
4.8436,"DK",1998-09-01
4.7691,"DK",1998-10-01
4.7067,"DK",1998-11-01
4.3733,"DK",1998-12-01
4.1045,"DK",1999-01-01
4.2185,"DK",1999-02-01
4.4317,"DK",1999-03-01
4.2172,"DK",1999-04-01
4.4605,"DK",1999-05-01
4.8118,"DK",1999-06-01
5.115,"DK",1999-07-01
5.3841,"DK",1999-08-01
5.555,"DK",1999-09-01
5.7595,"DK",1999-10-01
5.4486,"DK",1999-11-01
5.5,"DK",1999-12-01
5.8686,"DK",2000-01-01
5.8467,"DK",2000-02-01
5.6496,"DK",2000-03-01
5.5741,"DK",2000-04-01
5.7895,"DK",2000-05-01
5.6958,"DK",2000-06-01
5.7895,"DK",2000-07-01
5.6739,"DK",2000-08-01
5.6748,"DK",2000-09-01
5.5991,"DK",2000-10-01
5.5205,"DK",2000-11-01
5.2395,"DK",2000-12-01
5.145,"DK",2001-01-01
5.115,"DK",2001-02-01
5.0086,"DK",2001-03-01
5.1356,"DK",2001-04-01
5.3476,"DK",2001-05-01
5.3284,"DK",2001-06-01
5.3155,"DK",2001-07-01
5.1196,"DK",2001-08-01
5.1125,"DK",2001-09-01
4.8583,"DK",2001-10-01
4.6655,"DK",2001-11-01
4.9722,"DK",2001-12-01
5.0832,"DK",2002-01-01
5.1445,"DK",2002-02-01
5.3984,"DK",2002-03-01
5.4025,"DK",2002-04-01
5.4171,"DK",2002-05-01
5.2711,"DK",2002-06-01
5.13,"DK",2002-07-01
4.875,"DK",2002-08-01
4.7405,"DK",2002-09-01
4.81,"DK",2002-10-01
4.7919,"DK",2002-11-01
4.6074,"DK",2002-12-01
4.4264,"DK",2003-01-01
4.21,"DK",2003-02-01
4.2638,"DK",2003-03-01
4.4089,"DK",2003-04-01
4.0875,"DK",2003-05-01
3.8505,"DK",2003-06-01
4.1657,"DK",2003-07-01
4.3514,"DK",2003-08-01
4.4005,"DK",2003-09-01
4.4383,"DK",2003-10-01
4.572,"DK",2003-11-01
4.5179,"DK",2003-12-01
4.3505,"DK",2004-01-01
4.2975,"DK",2004-02-01
4.0965,"DK",2004-03-01
4.3011,"DK",2004-04-01
4.4633,"DK",2004-05-01
4.5323,"DK",2004-06-01
4.6205,"DK",2004-07-01
4.4509,"DK",2004-08-01
4.3755,"DK",2004-09-01
4.229,"DK",2004-10-01
4.0932,"DK",2004-11-01
3.8462,"DK",2004-12-01
3.7348,"DK",2005-01-01
3.64,"DK",2005-02-01
3.8145,"DK",2005-03-01
3.582,"DK",2005-04-01
3.386,"DK",2005-05-01
3.1582,"DK",2005-06-01
3.2048,"DK",2005-07-01
3.24,"DK",2005-08-01
3.0509,"DK",2005-09-01
3.2176,"DK",2005-10-01
3.4618,"DK",2005-11-01
3.3529,"DK",2005-12-01
3.3114,"DK",2006-01-01
3.484,"DK",2006-02-01
3.7043,"DK",2006-03-01
3.9747,"DK",2006-04-01
4.0239,"DK",2006-05-01
4.0288,"DK",2006-06-01
4.0635,"DK",2006-07-01
3.9339,"DK",2006-08-01
3.7919,"DK",2006-09-01
3.8781,"DK",2006-10-01
3.775,"DK",2006-11-01
3.7766,"DK",2006-12-01
3.9957,"DK",2007-01-01
4.0544,"DK",2007-02-01
3.9584,"DK",2007-03-01
4.1821,"DK",2007-04-01
4.3375,"DK",2007-05-01
4.6448,"DK",2007-06-01
4.5822,"DK",2007-07-01
4.3913,"DK",2007-08-01
4.3574,"DK",2007-09-01
4.3941,"DK",2007-10-01
4.207,"DK",2007-11-01
4.3344,"DK",2007-12-01
4.1486,"DK",2008-01-01
4.0819,"DK",2008-02-01
4.0372,"DK",2008-03-01
4.285,"DK",2008-04-01
4.4154,"DK",2008-05-01
4.8242,"DK",2008-06-01
4.7771,"DK",2008-07-01
4.4855,"DK",2008-08-01
4.3728,"DK",2008-09-01
4.3929,"DK",2008-10-01
4.0567,"DK",2008-11-01
3.4998,"DK",2008-12-01
3.442,"DK",2009-01-01
3.5502,"DK",2009-02-01
3.44,"DK",2009-03-01
3.4995,"DK",2009-04-01
3.6156,"DK",2009-05-01
3.7557,"DK",2009-06-01
3.7362,"DK",2009-07-01
3.6024,"DK",2009-08-01
3.6461,"DK",2009-09-01
3.5956,"DK",2009-10-01
3.6221,"DK",2009-11-01
3.5295,"DK",2009-12-01
3.5684,"DK",2010-01-01
3.4963,"DK",2010-02-01
3.3997,"DK",2010-03-01
3.3428,"DK",2010-04-01
2.9282,"DK",2010-05-01
2.7013,"DK",2010-06-01
2.7158,"DK",2010-07-01
2.4457,"DK",2010-08-01
2.3953,"DK",2010-09-01
2.4556,"DK",2010-10-01
2.6516,"DK",2010-11-01
3.012,"DK",2010-12-01
3.0519,"DK",2011-01-01
3.23,"DK",2011-02-01
3.289,"DK",2011-03-01
3.4156,"DK",2011-04-01
3.1314,"DK",2011-05-01
2.9584,"DK",2011-06-01
3.0157,"DK",2011-07-01
2.4943,"DK",2011-08-01
2.0709,"DK",2011-09-01
2.2324,"DK",2011-10-01
2.0055,"DK",2011-11-01
1.8571,"DK",2011-12-01
1.7345,"DK",2012-01-01
1.8438,"DK",2012-02-01
1.8868,"DK",2012-03-01
1.7141,"DK",2012-04-01
1.3689,"DK",2012-05-01
1.255,"DK",2012-06-01
1.1005,"DK",2012-07-01
1.1487,"DK",2012-08-01
1.3095,"DK",2012-09-01
1.2922,"DK",2012-10-01
1.1127,"DK",2012-11-01
1.07,"DK",2012-12-01
1.61,"DK",2013-01-01
1.73,"DK",2013-02-01
1.59,"DK",2013-03-01
1.42,"DK",2013-04-01
1.45,"DK",2013-05-01
1.72,"DK",2013-06-01
1.77,"DK",2013-07-01
1.94,"DK",2013-08-01
2.1,"DK",2013-09-01
1.93,"DK",2013-10-01
1.8,"DK",2013-11-01
1.89,"DK",2013-12-01
1.86,"DK",2014-01-01
1.67,"DK",2014-02-01
1.61,"DK",2014-03-01
1.57,"DK",2014-04-01
1.47,"DK",2014-05-01
1.38,"DK",2014-06-01
1.24,"DK",2014-07-01
1.07,"DK",2014-08-01
0.96,"DK",2014-09-01
1.13,"DK",2014-10-01
1.03,"DK",2014-11-01
0.93,"DK",2014-12-01
0.63,"DK",2015-01-01
0.2,"DK",2015-02-01
10.48,"FI",1988-01-01
9.92,"FI",1988-02-01
10.02,"FI",1988-03-01
9.96,"FI",1988-04-01
10.34,"FI",1988-05-01
10.29,"FI",1988-06-01
10.56,"FI",1988-07-01
10.72,"FI",1988-08-01
10.63,"FI",1988-09-01
10.63,"FI",1988-10-01
11.59,"FI",1988-11-01
11.55,"FI",1988-12-01
11.6,"FI",1989-01-01
11.74,"FI",1989-02-01
11.75,"FI",1989-03-01
11.77,"FI",1989-04-01
11.82,"FI",1989-05-01
12.34,"FI",1989-06-01
12.09,"FI",1989-07-01
11.91,"FI",1989-08-01
12.2,"FI",1989-09-01
12.37,"FI",1989-10-01
12.57,"FI",1989-11-01
12.87,"FI",1989-12-01
12.68,"FI",1990-01-01
NA,"FI",1990-02-01
13.16,"FI",1990-03-01
13.44,"FI",1990-04-01
13.1,"FI",1990-05-01
13.11,"FI",1990-06-01
13.4,"FI",1990-07-01
13.24,"FI",1990-08-01
13.35,"FI",1990-09-01
13.47,"FI",1990-10-01
13.11,"FI",1990-11-01
13.54,"FI",1990-12-01
13.02,"FI",1991-01-01
12.63,"FI",1991-02-01
12.53,"FI",1991-03-01
12.19,"FI",1991-04-01
11.55,"FI",1991-05-01
11.1,"FI",1991-06-01
11.24,"FI",1991-07-01
11.06,"FI",1991-08-01
11.01,"FI",1991-09-01
10.8,"FI",1991-10-01
11.35,"FI",1991-11-01
12.06,"FI",1991-12-01
11.76,"FI",1992-01-01
11.18,"FI",1992-02-01
11.24,"FI",1992-03-01
11.86,"FI",1992-04-01
11.82,"FI",1992-05-01
12.19,"FI",1992-06-01
12.11,"FI",1992-07-01
12.92,"FI",1992-08-01
13.53,"FI",1992-09-01
12.03,"FI",1992-10-01
12.04,"FI",1992-11-01
10.99,"FI",1992-12-01
10.92,"FI",1993-01-01
10.27,"FI",1993-02-01
9.87,"FI",1993-03-01
9.77,"FI",1993-04-01
9.46,"FI",1993-05-01
9.06,"FI",1993-06-01
8.6,"FI",1993-07-01
7.87,"FI",1993-08-01
7.99,"FI",1993-09-01
7.67,"FI",1993-10-01
7.39,"FI",1993-11-01
7.03,"FI",1993-12-01
6.54,"FI",1994-01-01
6.58,"FI",1994-02-01
7.45,"FI",1994-03-01
8.29,"FI",1994-04-01
8.52,"FI",1994-05-01
9.53,"FI",1994-06-01
9.89,"FI",1994-07-01
10.59,"FI",1994-08-01
10.53,"FI",1994-09-01
10.08,"FI",1994-10-01
10.23,"FI",1994-11-01
10.21,"FI",1994-12-01
10.24,"FI",1995-01-01
10.22,"FI",1995-02-01
10.18,"FI",1995-03-01
9.41,"FI",1995-04-01
8.84,"FI",1995-05-01
8.7,"FI",1995-06-01
8.74,"FI",1995-07-01
8.34,"FI",1995-08-01
7.98,"FI",1995-09-01
7.95,"FI",1995-10-01
7.52,"FI",1995-11-01
7.38,"FI",1995-12-01
7.03,"FI",1996-01-01
7.67,"FI",1996-02-01
7.71,"FI",1996-03-01
7.47,"FI",1996-04-01
7.36,"FI",1996-05-01
7.21,"FI",1996-06-01
7.07,"FI",1996-07-01
7.16,"FI",1996-08-01
6.92,"FI",1996-09-01
6.51,"FI",1996-10-01
6.47,"FI",1996-11-01
6.34,"FI",1996-12-01
6.14,"FI",1997-01-01
5.91,"FI",1997-02-01
6.12,"FI",1997-03-01
6.36,"FI",1997-04-01
6.16,"FI",1997-05-01
6.09,"FI",1997-06-01
5.86,"FI",1997-07-01
5.9,"FI",1997-08-01
5.83,"FI",1997-09-01
5.75,"FI",1997-10-01
5.79,"FI",1997-11-01
5.58,"FI",1997-12-01
5.3,"FI",1998-01-01
5.16,"FI",1998-02-01
5.04,"FI",1998-03-01
5.01,"FI",1998-04-01
5.08,"FI",1998-05-01
4.95,"FI",1998-06-01
4.86,"FI",1998-07-01
4.68,"FI",1998-08-01
4.45,"FI",1998-09-01
4.45,"FI",1998-10-01
4.41,"FI",1998-11-01
4.06,"FI",1998-12-01
3.91,"FI",1999-01-01
4.04,"FI",1999-02-01
4.26,"FI",1999-03-01
4.07,"FI",1999-04-01
4.24,"FI",1999-05-01
4.58,"FI",1999-06-01
4.91,"FI",1999-07-01
5.15,"FI",1999-08-01
5.32,"FI",1999-09-01
5.56,"FI",1999-10-01
5.27,"FI",1999-11-01
5.36,"FI",1999-12-01
5.74,"FI",2000-01-01
5.72,"FI",2000-02-01
5.5,"FI",2000-03-01
5.46,"FI",2000-04-01
5.59,"FI",2000-05-01
5.39,"FI",2000-06-01
5.48,"FI",2000-07-01
5.43,"FI",2000-08-01
5.49,"FI",2000-09-01
5.45,"FI",2000-10-01
5.4,"FI",2000-11-01
5.14,"FI",2000-12-01
5.02,"FI",2001-01-01
5.02,"FI",2001-02-01
4.94,"FI",2001-03-01
5.1,"FI",2001-04-01
5.29,"FI",2001-05-01
5.26,"FI",2001-06-01
5.27,"FI",2001-07-01
5.06,"FI",2001-08-01
5.06,"FI",2001-09-01
4.83,"FI",2001-10-01
4.69,"FI",2001-11-01
4.98,"FI",2001-12-01
5.05,"FI",2002-01-01
5.1,"FI",2002-02-01
5.33,"FI",2002-03-01
5.32,"FI",2002-04-01
5.4,"FI",2002-05-01
5.26,"FI",2002-06-01
5.1,"FI",2002-07-01
4.81,"FI",2002-08-01
4.61,"FI",2002-09-01
4.68,"FI",2002-10-01
4.66,"FI",2002-11-01
4.45,"FI",2002-12-01
4.26,"FI",2003-01-01
4.06,"FI",2003-02-01
4.09,"FI",2003-03-01
4.23,"FI",2003-04-01
3.91,"FI",2003-05-01
3.7,"FI",2003-06-01
4.01,"FI",2003-07-01
4.18,"FI",2003-08-01
4.2,"FI",2003-09-01
4.26,"FI",2003-10-01
4.39,"FI",2003-11-01
4.33,"FI",2003-12-01
4.16,"FI",2004-01-01
4.11,"FI",2004-02-01
3.92,"FI",2004-03-01
4.1,"FI",2004-04-01
4.25,"FI",2004-05-01
4.48,"FI",2004-06-01
4.36,"FI",2004-07-01
4.21,"FI",2004-08-01
4.14,"FI",2004-09-01
4.01,"FI",2004-10-01
3.89,"FI",2004-11-01
3.68,"FI",2004-12-01
3.6,"FI",2005-01-01
3.57,"FI",2005-02-01
3.72,"FI",2005-03-01
3.51,"FI",2005-04-01
3.33,"FI",2005-05-01
3.16,"FI",2005-06-01
3.18,"FI",2005-07-01
3.21,"FI",2005-08-01
3.04,"FI",2005-09-01
3.19,"FI",2005-10-01
3.4,"FI",2005-11-01
3.3,"FI",2005-12-01
3.28,"FI",2006-01-01
3.44,"FI",2006-02-01
3.62,"FI",2006-03-01
3.88,"FI",2006-04-01
3.94,"FI",2006-05-01
4.02,"FI",2006-06-01
4.06,"FI",2006-07-01
3.94,"FI",2006-08-01
3.8,"FI",2006-09-01
3.84,"FI",2006-10-01
3.75,"FI",2006-11-01
3.82,"FI",2006-12-01
4.05,"FI",2007-01-01
4.08,"FI",2007-02-01
3.98,"FI",2007-03-01
4.2,"FI",2007-04-01
4.33,"FI",2007-05-01
4.62,"FI",2007-06-01
4.59,"FI",2007-07-01
4.39,"FI",2007-08-01
4.34,"FI",2007-09-01
4.38,"FI",2007-10-01
4.22,"FI",2007-11-01
4.34,"FI",2007-12-01
4.14,"FI",2008-01-01
4.06,"FI",2008-02-01
4,"FI",2008-03-01
4.22,"FI",2008-04-01
4.47,"FI",2008-05-01
4.78,"FI",2008-06-01
4.77,"FI",2008-07-01
4.47,"FI",2008-08-01
4.43,"FI",2008-09-01
4.33,"FI",2008-10-01
4.09,"FI",2008-11-01
3.72,"FI",2008-12-01
3.87,"FI",2009-01-01
3.93,"FI",2009-02-01
3.81,"FI",2009-03-01
3.78,"FI",2009-04-01
3.91,"FI",2009-05-01
3.98,"FI",2009-06-01
3.77,"FI",2009-07-01
3.63,"FI",2009-08-01
3.62,"FI",2009-09-01
3.57,"FI",2009-10-01
3.53,"FI",2009-11-01
3.46,"FI",2009-12-01
3.49,"FI",2010-01-01
3.38,"FI",2010-02-01
3.26,"FI",2010-03-01
3.36,"FI",2010-04-01
3.03,"FI",2010-05-01
2.92,"FI",2010-06-01
2.85,"FI",2010-07-01
2.62,"FI",2010-08-01
2.58,"FI",2010-09-01
2.63,"FI",2010-10-01
2.82,"FI",2010-11-01
3.19,"FI",2010-12-01
3.27,"FI",2011-01-01
3.41,"FI",2011-02-01
3.45,"FI",2011-03-01
3.57,"FI",2011-04-01
3.32,"FI",2011-05-01
3.29,"FI",2011-06-01
3.16,"FI",2011-07-01
2.68,"FI",2011-08-01
2.35,"FI",2011-09-01
2.51,"FI",2011-10-01
2.54,"FI",2011-11-01
2.52,"FI",2011-12-01
2.28,"FI",2012-01-01
2.34,"FI",2012-02-01
2.3,"FI",2012-03-01
2.15,"FI",2012-04-01
1.82,"FI",2012-05-01
1.76,"FI",2012-06-01
1.55,"FI",2012-07-01
1.54,"FI",2012-08-01
1.82,"FI",2012-09-01
1.78,"FI",2012-10-01
1.67,"FI",2012-11-01
1.59,"FI",2012-12-01
1.74,"FI",2013-01-01
1.81,"FI",2013-02-01
1.61,"FI",2013-03-01
1.51,"FI",2013-04-01
1.6,"FI",2013-05-01
1.88,"FI",2013-06-01
1.91,"FI",2013-07-01
2.07,"FI",2013-08-01
2.19,"FI",2013-09-01
2.04,"FI",2013-10-01
1.94,"FI",2013-11-01
2.03,"FI",2013-12-01
1.99,"FI",2014-01-01
1.92,"FI",2014-02-01
1.9,"FI",2014-03-01
1.84,"FI",2014-04-01
1.69,"FI",2014-05-01
1.57,"FI",2014-06-01
1.36,"FI",2014-07-01
1.18,"FI",2014-08-01
1.13,"FI",2014-09-01
1.01,"FI",2014-10-01
0.9,"FI",2014-11-01
0.89,"FI",2014-12-01
0.62,"FI",2015-01-01
0.48,"FI",2015-02-01
0.39,"FI",2015-03-01
5.82,"FR",1960-01-01
5.8,"FR",1960-02-01
5.76,"FR",1960-03-01
5.81,"FR",1960-04-01
5.74,"FR",1960-05-01
5.73,"FR",1960-06-01
5.68,"FR",1960-07-01
5.51,"FR",1960-08-01
5.54,"FR",1960-09-01
5.56,"FR",1960-10-01
5.52,"FR",1960-11-01
5.49,"FR",1960-12-01
5.55,"FR",1961-01-01
5.64,"FR",1961-02-01
5.59,"FR",1961-03-01
5.5,"FR",1961-04-01
5.51,"FR",1961-05-01
5.47,"FR",1961-06-01
5.45,"FR",1961-07-01
5.43,"FR",1961-08-01
5.45,"FR",1961-09-01
5.53,"FR",1961-10-01
5.55,"FR",1961-11-01
5.56,"FR",1961-12-01
5.52,"FR",1962-01-01
5.62,"FR",1962-02-01
5.62,"FR",1962-03-01
5.48,"FR",1962-04-01
5.53,"FR",1962-05-01
5.4,"FR",1962-06-01
5.32,"FR",1962-07-01
5.33,"FR",1962-08-01
5.37,"FR",1962-09-01
5.34,"FR",1962-10-01
5.37,"FR",1962-11-01
5.31,"FR",1962-12-01
5.34,"FR",1963-01-01
5.36,"FR",1963-02-01
5.36,"FR",1963-03-01
5.29,"FR",1963-04-01
5.36,"FR",1963-05-01
5.28,"FR",1963-06-01
5.24,"FR",1963-07-01
5.28,"FR",1963-08-01
5.37,"FR",1963-09-01
5.41,"FR",1963-10-01
5.41,"FR",1963-11-01
5.36,"FR",1963-12-01
5.45,"FR",1964-01-01
5.44,"FR",1964-02-01
5.42,"FR",1964-03-01
5.46,"FR",1964-04-01
5.49,"FR",1964-05-01
5.47,"FR",1964-06-01
5.4,"FR",1964-07-01
5.4,"FR",1964-08-01
5.46,"FR",1964-09-01
5.5,"FR",1964-10-01
5.45,"FR",1964-11-01
5.45,"FR",1964-12-01
5.44,"FR",1965-01-01
6.31,"FR",1965-02-01
6.31,"FR",1965-03-01
6.32,"FR",1965-04-01
6.28,"FR",1965-05-01
6.27,"FR",1965-06-01
6.15,"FR",1965-07-01
6.16,"FR",1965-08-01
6.22,"FR",1965-09-01
6.34,"FR",1965-10-01
6.35,"FR",1965-11-01
6.28,"FR",1965-12-01
6.32,"FR",1966-01-01
6.37,"FR",1966-02-01
6.41,"FR",1966-03-01
6.44,"FR",1966-04-01
6.43,"FR",1966-05-01
6.72,"FR",1966-06-01
6.6,"FR",1966-07-01
6.66,"FR",1966-08-01
6.71,"FR",1966-09-01
6.76,"FR",1966-10-01
6.74,"FR",1966-11-01
6.79,"FR",1966-12-01
6.78,"FR",1967-01-01
6.73,"FR",1967-02-01
6.64,"FR",1967-03-01
6.72,"FR",1967-04-01
6.67,"FR",1967-05-01
6.71,"FR",1967-06-01
6.68,"FR",1967-07-01
6.63,"FR",1967-08-01
6.71,"FR",1967-09-01
6.69,"FR",1967-10-01
6.77,"FR",1967-11-01
6.75,"FR",1967-12-01
6.78,"FR",1968-01-01
6.77,"FR",1968-02-01
6.77,"FR",1968-03-01
6.73,"FR",1968-04-01
6.98,"FR",1968-05-01
7.01,"FR",1968-06-01
6.94,"FR",1968-07-01
6.9,"FR",1968-08-01
6.93,"FR",1968-09-01
6.95,"FR",1968-10-01
7.23,"FR",1968-11-01
7.42,"FR",1968-12-01
7.56,"FR",1969-01-01
7.87,"FR",1969-02-01
8.1,"FR",1969-03-01
8.08,"FR",1969-04-01
8.12,"FR",1969-05-01
8.18,"FR",1969-06-01
8.16,"FR",1969-07-01
8.21,"FR",1969-08-01
8.27,"FR",1969-09-01
8.44,"FR",1969-10-01
8.51,"FR",1969-11-01
8.63,"FR",1969-12-01
8.74,"FR",1970-01-01
8.84,"FR",1970-02-01
8.76,"FR",1970-03-01
8.63,"FR",1970-04-01
8.62,"FR",1970-05-01
8.55,"FR",1970-06-01
8.46,"FR",1970-07-01
8.39,"FR",1970-08-01
8.48,"FR",1970-09-01
8.47,"FR",1970-10-01
8.41,"FR",1970-11-01
8.26,"FR",1970-12-01
8.33,"FR",1971-01-01
8.4,"FR",1971-02-01
8.42,"FR",1971-03-01
8.43,"FR",1971-04-01
8.46,"FR",1971-05-01
8.45,"FR",1971-06-01
8.48,"FR",1971-07-01
8.44,"FR",1971-08-01
8.46,"FR",1971-09-01
8.46,"FR",1971-10-01
8.45,"FR",1971-11-01
8.28,"FR",1971-12-01
8.41,"FR",1972-01-01
8.33,"FR",1972-02-01
8.07,"FR",1972-03-01
7.92,"FR",1972-04-01
7.9,"FR",1972-05-01
7.83,"FR",1972-06-01
7.8,"FR",1972-07-01
7.86,"FR",1972-08-01
7.83,"FR",1972-09-01
7.91,"FR",1972-10-01
8.02,"FR",1972-11-01
8.28,"FR",1972-12-01
8.33,"FR",1973-01-01
8.38,"FR",1973-02-01
8.53,"FR",1973-03-01
8.62,"FR",1973-04-01
8.69,"FR",1973-05-01
8.88,"FR",1973-06-01
9.15,"FR",1973-07-01
9.33,"FR",1973-08-01
9.42,"FR",1973-09-01
9.5,"FR",1973-10-01
9.5,"FR",1973-11-01
9.65,"FR",1973-12-01
10.21,"FR",1974-01-01
10.48,"FR",1974-02-01
10.69,"FR",1974-03-01
10.7,"FR",1974-04-01
10.8,"FR",1974-05-01
11.45,"FR",1974-06-01
11.4,"FR",1974-07-01
11.4,"FR",1974-08-01
11.38,"FR",1974-09-01
11.14,"FR",1974-10-01
11.17,"FR",1974-11-01
11.21,"FR",1974-12-01
10.9,"FR",1975-01-01
10.69,"FR",1975-02-01
10.34,"FR",1975-03-01
10.36,"FR",1975-04-01
10.31,"FR",1975-05-01
10.21,"FR",1975-06-01
10.2,"FR",1975-07-01
10.11,"FR",1975-08-01
10.1,"FR",1975-09-01
10.15,"FR",1975-10-01
10.19,"FR",1975-11-01
10.18,"FR",1975-12-01
10.16,"FR",1976-01-01
10.16,"FR",1976-02-01
10.29,"FR",1976-03-01
10.24,"FR",1976-04-01
10.19,"FR",1976-05-01
10.37,"FR",1976-06-01
10.51,"FR",1976-07-01
10.61,"FR",1976-08-01
10.66,"FR",1976-09-01
10.95,"FR",1976-10-01
10.94,"FR",1976-11-01
11.04,"FR",1976-12-01
10.66,"FR",1977-01-01
10.72,"FR",1977-02-01
10.88,"FR",1977-03-01
11.12,"FR",1977-04-01
11.19,"FR",1977-05-01
11.11,"FR",1977-06-01
11.07,"FR",1977-07-01
11,"FR",1977-08-01
10.97,"FR",1977-09-01
11.01,"FR",1977-10-01
11.1,"FR",1977-11-01
11.07,"FR",1977-12-01
11.25,"FR",1978-01-01
11.36,"FR",1978-02-01
11.07,"FR",1978-03-01
10.75,"FR",1978-04-01
10.76,"FR",1978-05-01
10.6,"FR",1978-06-01
10.49,"FR",1978-07-01
10.4,"FR",1978-08-01
10.37,"FR",1978-09-01
10.21,"FR",1978-10-01
10.14,"FR",1978-11-01
9.94,"FR",1978-12-01
9.68,"FR",1979-01-01
9.77,"FR",1979-02-01
9.65,"FR",1979-03-01
9.64,"FR",1979-04-01
9.96,"FR",1979-05-01
10.71,"FR",1979-06-01
11.25,"FR",1979-07-01
11.67,"FR",1979-08-01
11.56,"FR",1979-09-01
11.6,"FR",1979-10-01
12.09,"FR",1979-11-01
12.59,"FR",1979-12-01
12.52,"FR",1980-01-01
14.11,"FR",1980-02-01
14.44,"FR",1980-03-01
13.95,"FR",1980-04-01
13.49,"FR",1980-05-01
13.34,"FR",1980-06-01
13.43,"FR",1980-07-01
13.46,"FR",1980-08-01
13.85,"FR",1980-09-01
14.27,"FR",1980-10-01
14.24,"FR",1980-11-01
14.31,"FR",1980-12-01
14.58,"FR",1981-01-01
15.05,"FR",1981-02-01
14.98,"FR",1981-03-01
14.97,"FR",1981-04-01
17.25,"FR",1981-05-01
17.32,"FR",1981-06-01
17.11,"FR",1981-07-01
17.03,"FR",1981-08-01
17.08,"FR",1981-09-01
16.94,"FR",1981-10-01
16.75,"FR",1981-11-01
16.44,"FR",1981-12-01
16.42,"FR",1982-01-01
16.29,"FR",1982-02-01
16.35,"FR",1982-03-01
16.29,"FR",1982-04-01
16.13,"FR",1982-05-01
15.98,"FR",1982-06-01
15.96,"FR",1982-07-01
15.79,"FR",1982-08-01
15.76,"FR",1982-09-01
15.81,"FR",1982-10-01
15.79,"FR",1982-11-01
15.4,"FR",1982-12-01
14.99,"FR",1983-01-01
14.9,"FR",1983-02-01
14.65,"FR",1983-03-01
14.55,"FR",1983-04-01
14.55,"FR",1983-05-01
14.52,"FR",1983-06-01
14.04,"FR",1983-07-01
13.96,"FR",1983-08-01
14.03,"FR",1983-09-01
14.15,"FR",1983-10-01
14.12,"FR",1983-11-01
13.96,"FR",1983-12-01
13.76,"FR",1984-01-01
13.87,"FR",1984-02-01
13.98,"FR",1984-03-01
13.81,"FR",1984-04-01
13.82,"FR",1984-05-01
13.99,"FR",1984-06-01
13.91,"FR",1984-07-01
13.58,"FR",1984-08-01
13.05,"FR",1984-09-01
12.02,"FR",1984-10-01
12.36,"FR",1984-11-01
12.7,"FR",1984-12-01
12.12,"FR",1985-01-01
12.25,"FR",1985-02-01
12.27,"FR",1985-03-01
11.98,"FR",1985-04-01
11.72,"FR",1985-05-01
12.12,"FR",1985-06-01
11.87,"FR",1985-07-01
11.96,"FR",1985-08-01
11.97,"FR",1985-09-01
11.59,"FR",1985-10-01
11.22,"FR",1985-11-01
11.33,"FR",1985-12-01
10.79,"FR",1986-01-01
10.1,"FR",1986-02-01
9.29,"FR",1986-03-01
8.56,"FR",1986-04-01
8.58,"FR",1986-05-01
8.65,"FR",1986-06-01
8.55,"FR",1986-07-01
8.05,"FR",1986-08-01
8.51,"FR",1986-09-01
8.97,"FR",1986-10-01
9.49,"FR",1986-11-01
9.89,"FR",1986-12-01
8.86,"FR",1987-01-01
9.21,"FR",1987-02-01
8.69,"FR",1987-03-01
8.63,"FR",1987-04-01
8.88,"FR",1987-05-01
9.29,"FR",1987-06-01
9.37,"FR",1987-07-01
9.81,"FR",1987-08-01
10.23,"FR",1987-09-01
10.72,"FR",1987-10-01
10.02,"FR",1987-11-01
10,"FR",1987-12-01
9.83,"FR",1988-01-01
9.13,"FR",1988-02-01
9.27,"FR",1988-03-01
9.2,"FR",1988-04-01
9.25,"FR",1988-05-01
8.94,"FR",1988-06-01
8.92,"FR",1988-07-01
9.21,"FR",1988-08-01
9.01,"FR",1988-09-01
8.76,"FR",1988-10-01
8.74,"FR",1988-11-01
8.7,"FR",1988-12-01
8.58,"FR",1989-01-01
9.03,"FR",1989-02-01
9.1,"FR",1989-03-01
8.84,"FR",1989-04-01
8.8,"FR",1989-05-01
8.69,"FR",1989-06-01
8.58,"FR",1989-07-01
8.38,"FR",1989-08-01
8.56,"FR",1989-09-01
8.83,"FR",1989-10-01
9.06,"FR",1989-11-01
9.12,"FR",1989-12-01
9.55,"FR",1990-01-01
10.03,"FR",1990-02-01
10.01,"FR",1990-03-01
9.62,"FR",1990-04-01
9.57,"FR",1990-05-01
