"iso2c","year","bond_yld_10yr_fred","us_bond_10yr","bond_spread_fred","bond_spread_fred_release_year","lt_ratecov_fred","lt_ratecov_fred_release_year","bond_yld_datastream","bond_spread_datastream","bond_yld_datamarket","bond_spread_datamarket","bond_spread_fred_datastream"
"AM","2004",NA,NA,NA,NA,NA,NA,9.255,4.2075,NA,NA,4.2075
"AM","2005",NA,NA,NA,NA,NA,NA,7.125,2.4775,NA,NA,2.4775
"AM","2006",NA,NA,NA,NA,NA,NA,9.3525,4.36,NA,NA,4.36
"AM","2007",NA,NA,NA,NA,NA,NA,7.725,2.8175,NA,NA,2.8175
"AM","2008",NA,NA,NA,NA,NA,NA,10.4433333333333,6.08083333333333,NA,NA,6.08083333333333
"AM","2009",NA,NA,NA,NA,NA,NA,13.91,9.8025,NA,NA,9.8025
"AM","2010",NA,NA,NA,NA,NA,NA,15.6633333333333,11.6308333333333,NA,NA,11.6308333333333
"AM","2011",NA,NA,NA,NA,NA,NA,15.545,11.925,NA,NA,11.925
"AM","2012",NA,NA,NA,NA,NA,NA,15.825,13.28,NA,NA,13.28
"AM","2013",NA,NA,NA,NA,NA,NA,14.6075,11.49,NA,NA,11.49
"AM","2014",NA,NA,NA,NA,NA,NA,11.57,8.495,NA,NA,8.495
"AM","2015",NA,NA,NA,NA,NA,NA,15.95,13.48,NA,NA,13.48
"AR","1994",NA,NA,NA,NA,NA,NA,NA,NA,0.8863,-6.1937,NA
"AR","1995",NA,NA,NA,NA,NA,NA,NA,NA,0.82965,-5.75035,NA
"AR","1996",NA,NA,NA,NA,NA,NA,NA,NA,1.12192,-5.31641333333333,NA
"AR","1997",NA,NA,NA,NA,NA,NA,NA,NA,1.40702,-4.94548,NA
"AR","1998",NA,NA,NA,NA,NA,NA,NA,NA,1.48288,-3.78128666666667,NA
"AR","1999",NA,NA,NA,NA,NA,NA,NA,NA,1.55084,-4.08582666666667,NA
"AR","2000",NA,NA,NA,NA,NA,NA,NA,NA,1.7531,-4.27606666666667,NA
"AR","2001",NA,NA,NA,NA,NA,NA,NA,NA,1.53067,-3.48683,NA
"AR","2002",NA,NA,NA,NA,NA,NA,NA,NA,0.5746,-4.03623333333333,NA
"AR","2003",NA,NA,NA,NA,NA,NA,NA,NA,0.68125,-3.33375,NA
"AR","2004",NA,NA,NA,NA,NA,NA,NA,NA,0.7424,-3.53176666666667,NA
"AR","2005",NA,NA,NA,NA,NA,NA,NA,NA,0.79355,-3.49645,NA
"AR","2006",NA,NA,NA,NA,NA,NA,NA,NA,1.02685,-3.76481666666667,NA
"AR","2007",NA,NA,NA,NA,NA,NA,NA,NA,1.1633,-3.46586666666667,NA
"AR","2008",NA,NA,NA,NA,NA,NA,NA,NA,0.84855,-2.81811666666667,NA
"AR","2009",NA,NA,NA,NA,NA,NA,NA,NA,0.7477,-2.50896666666667,NA
"AR","2010",NA,NA,NA,NA,NA,NA,NA,NA,1.22033,-1.99383666666667,NA
"AR","2011",NA,NA,NA,NA,NA,NA,NA,NA,1.41676,-1.36907333333333,NA
"AR","2012",NA,NA,NA,NA,NA,NA,NA,NA,1.34433,-0.45817,NA
"AR","2013",NA,NA,NA,NA,NA,NA,NA,NA,1.3916,-0.959233333333334,NA
"AR","2014",NA,NA,NA,NA,NA,NA,NA,NA,1.70668,-0.834153333333334,NA
"AT","1985",NA,NA,NA,NA,NA,NA,7.77,-3.2025,NA,NA,-3.2025
"AT","1986",NA,NA,NA,NA,NA,NA,7.4375,-0.415,NA,NA,-0.415
"AT","1987",NA,NA,NA,NA,NA,NA,7.005,-1.3775,NA,NA,-1.3775
"AT","1988",NA,NA,NA,NA,NA,NA,6.86,-1.9875,NA,NA,-1.9875
"AT","1989",NA,NA,NA,NA,NA,NA,7.1525,-1.3475,NA,NA,-1.3475
"AT","1990",8.7275,8.55,0.177499999999998,0.319166666666666,2.59731414796737,2.00000340750372,8.765,0.215,NA,NA,0.177499999999998
"AT","1991",8.54666666666667,7.85833333333333,0.688333333333333,0.782500000000001,1.43590086887706,1.6336053848293,8.5575,0.697499999999999,NA,NA,0.688333333333333
"AT","1992",8.13916666666667,7.01,1.12916666666667,1.08583333333333,3.64712757682951,7.0295226165815,8.1725,1.1625,NA,NA,1.12916666666667
"AT","1993",6.705,5.87333333333333,0.831666666666667,0.644166666666666,5.90933308373932,6.33234516960218,6.705,0.6625,NA,NA,0.831666666666667
"AT","1994",7.025,7.08,-0.0549999999999997,-0.0291666666666659,9.24848722163476,4.60897134085454,7.0275,-0.4575,NA,NA,-0.0549999999999997
"AT","1995",7.13416666666667,6.58,0.554166666666666,0.640833333333333,5.18973852092986,5.04681858586968,7.135,0.1725,NA,NA,0.554166666666666
"AT","1996",6.3225,6.43833333333333,-0.115833333333334,-0.451666666666666,3.98028662677422,5.84338426577962,6.3225,-0.4975,NA,NA,-0.115833333333334
"AT","1997",5.6825,6.3525,-0.67,-0.584166666666667,2.36829681418542,5.42434844015808,5.6825,-1.0025,NA,NA,-0.67
"AT","1998",4.71333333333333,5.26416666666667,-0.550833333333334,-0.670833333333333,7.99102980895516,9.27266905644696,4.715,-1.005,NA,NA,-0.550833333333334
"AT","1999",4.67916666666667,5.63666666666667,-0.9575,-0.905,13.2199354589094,11.3744221641947,4.6775,-1.5125,NA,NA,-0.9575
"AT","2000",5.55583333333333,6.02916666666667,-0.473333333333334,-0.273333333333333,2.62009972739372,4.19738192355574,5.5575,-0.672499999999999,NA,NA,-0.473333333333334
"AT","2001",5.075,5.0175,0.0575000000000001,0.0741666666666667,3.76077440131156,4.03087614038532,5.08,-0.5525,NA,NA,0.0575000000000001
"AT","2002",4.96666666666667,4.61083333333333,0.355833333333333,0.384166666666667,6.71262954131474,9.97648292516495,4.9625,-0.4675,NA,NA,0.355833333333333
"AT","2003",4.15333333333333,4.015,0.138333333333334,0.133333333333333,5.19887177959776,5.07618551109749,4.14,-0.815,NA,NA,0.138333333333334
"AT","2004",4.15166666666667,4.27416666666667,-0.1225,-0.3425,5.41995626872346,8.24274256381114,4.1275,-0.920000000000001,NA,NA,-0.1225
"AT","2005",3.38666666666667,4.29,-0.903333333333333,-1.0025,4.97819605163439,4.32845640198562,3.3925,-1.255,NA,NA,-0.903333333333333
"AT","2006",3.79666666666667,4.79166666666667,-0.995,-0.879166666666667,6.03795888836214,3.02446073294746,3.8,-1.1925,NA,NA,-0.995
"AT","2007",4.2975,4.62916666666667,-0.331666666666666,-0.0441666666666665,4.58795675465511,3.58316109970252,4.2975,-0.610000000000001,NA,NA,-0.331666666666666
"AT","2008",4.35833333333333,3.66666666666667,0.691666666666667,0.909166666666667,5.99506014869414,6.35999977253011,4.3575,-0.00499999999999989,NA,NA,0.691666666666667
"AT","2009",3.93666666666667,3.25666666666667,0.68,0.315833333333333,6.37068626677917,6.46309353842846,3.935,-0.1725,NA,NA,0.68
"AT","2010",3.225,3.21416666666667,0.0108333333333333,0.0716666666666668,10.5819438816796,10.4063085236296,3.2275,-0.805,NA,NA,0.0108333333333333
"AT","2011",3.31916666666667,2.78583333333333,0.533333333333334,0.7425,10.9802778272605,10.4102457077206,3.3175,-0.3025,NA,NA,0.533333333333334
"AT","2012",2.365,1.8025,0.5625,0.285833333333333,21.6412242010734,15.6388867909021,2.375,-0.17,NA,NA,0.5625
"AT","2013",2.00666666666667,2.35083333333333,-0.344166666666667,-0.515,11.0870005519445,10.1463873160133,2.0125,-1.105,NA,NA,-0.344166666666667
"AT","2014",1.4875,2.54083333333333,-1.05333333333333,-1.17075757575758,27.7807273928827,38.173563877753,1.485,-1.59,NA,NA,-1.05333333333333
"AT","2015",0.49,1.96666666666667,-1.47666666666667,NA,14.4307506364602,NA,0.57,-1.9,NA,NA,-1.47666666666667
"AU","1969",5.83833333333333,6.67083333333333,-0.8325,-1.03666666666667,1.00702409937525,1.35884072564584,5.84,-0.4875,NA,NA,-0.8325
"AU","1970",6.64666666666667,7.34833333333333,-0.701666666666667,-0.149166666666667,6.01714226701098,0.480685074996328,6.6475,-0.215,NA,NA,-0.701666666666667
"AU","1971",6.71333333333333,6.15916666666667,0.554166666666666,0.323333333333333,3.38624165587811,6.1536350996599,6.7125,0.5925,NA,NA,0.554166666666666
"AU","1972",5.83166666666667,6.21,-0.378333333333334,-0.568333333333333,1.807121394119,0.842003253954299,5.8325,-0.1775,NA,NA,-0.378333333333334
"AU","1973",6.93333333333333,6.8425,0.0908333333333333,0.631666666666667,16.0800794489137,12.8646323064574,6.9325,-0.185,NA,NA,0.0908333333333333
"AU","1974",9.03666666666667,7.5575,1.47916666666667,1.63333333333333,6.38077908002655,4.51590313597712,9.035,0.984999999999999,NA,NA,1.47916666666667
"AU","1975",9.74166666666667,7.9875,1.75416666666667,1.835,2.78412919363874,2.29584735744547,9.7425,1.55,NA,NA,1.75416666666667
"AU","1976",10.0308333333333,7.61166666666667,2.41916666666667,2.61833333333333,1.19439024439146,1.98774944750064,10.03,2.165,NA,NA,2.41916666666667
"AU","1977",10.2266666666667,7.41916666666667,2.8075,2.35666666666667,2.98122075523368,5.08059608651691,10.2275,2.5575,NA,NA,2.8075
"AU","1978",9.06,8.41,0.65,0.329166666666667,1.87490350498321,1.81339906832362,9.0575,0.5725,NA,NA,0.65
"AU","1979",9.74916666666667,9.4425,0.306666666666668,0.00333333333333385,4.62343121245867,4.04486933184989,9.75,0.42,NA,NA,0.306666666666668
"AU","1980",11.6475,11.46,0.187499999999998,0.535833333333333,5.49646368546324,4.80103121556355,11.6475,0.262500000000001,NA,NA,0.187499999999998
"AU","1981",13.9583333333333,13.9108333333333,0.0475000000000012,0.209999999999999,6.77906558226834,6.08066198156151,13.9575,0.239999999999998,NA,NA,0.0475000000000012
"AU","1982",15.375,13.0016666666667,2.37333333333333,2.95166666666667,5.51801109017891,8.00082118798102,15.3725,2.455,NA,NA,2.37333333333333
"AU","1983",13.8875,11.105,2.7825,2.4875,4.79642110812711,4.28620740640306,13.89,2.5475,NA,NA,2.7825
"AU","1984",13.525,12.4383333333333,1.08666666666667,1.09333333333333,3.29339263405701,3.03373174007649,13.525,1.0475,NA,NA,1.08666666666667
"AU","1985",13.9541666666667,10.6233333333333,3.33083333333333,4.07083333333333,4.17713246530984,4.75713070550446,13.955,2.9825,NA,NA,3.33083333333333
"AU","1986",13.4166666666667,7.6825,5.73416666666667,6.14583333333333,4.88063825905679,4.4320332078483,13.4175,5.565,NA,NA,5.73416666666667
"AU","1987",13.1916666666667,8.38416666666667,4.8075,4.11416666666667,3.41634540168388,3.67248613470469,13.1925,4.81,NA,NA,4.8075
"AU","1988",12.1041666666667,8.84583333333333,3.25833333333333,3.39416666666667,3.10352626690055,6.06567880185259,12.105,3.2575,NA,NA,3.25833333333333
"AU","1989",13.4083333333333,8.49833333333333,4.91,5.0175,2.2756956417895,2.46389363336521,13.4075,4.9075,NA,NA,4.91
"AU","1990",13.18,8.55,4.63,4.30583333333333,4.09622262534581,7.29479660936256,13.18,4.63,NA,NA,4.63
"AU","1991",10.6908333333333,7.85833333333333,2.8325,2.645,6.73243326362848,5.56228479595458,10.6925,2.8325,NA,NA,2.8325
"AU","1992",9.22,7.01,2.21,1.99583333333333,5.91497394761374,5.54491861518089,9.22,2.21,NA,NA,2.21
"AU","1993",7.28083333333333,5.87333333333333,1.4075,1.2075,9.03314476081814,7.20134421226884,7.28,1.2375,NA,NA,1.4075
"AU","1994",9.04166666666667,7.08,1.96166666666667,2.37906884083333,15.044714897795,6.83889527722365,9.04,1.555,NA,NA,1.96166666666667
"AU","1995",9.21089527683333,6.58,2.63089527683333,2.57008040425,7.81440381839181,5.46790791142945,9.21,2.2475,NA,NA,2.63089527683333
"AU","1996",8.2092070575,6.43833333333333,1.77087372416667,1.40616319783333,7.61099745544122,8.21572208716926,8.2075,1.3875,NA,NA,1.77087372416667
"AU","1997",6.95491854391667,6.3525,0.602418543916666,0.413708435333334,10.2174214701741,10.9549118492608,6.955,0.27,NA,NA,0.602418543916666
"AU","1998",5.49297052833333,5.26416666666667,0.228803861666666,0.246005234666667,6.29825804237792,5.28441093840957,5.49,-0.23,NA,NA,0.228803861666666
"AU","1999",6.009311943,5.63666666666667,0.372645276333333,0.394439617333333,9.27369834591222,7.59229434602699,6.0075,-0.1825,NA,NA,0.372645276333333
"AU","2000",6.31456933441667,6.02916666666667,0.28540266775,0.238857621083334,6.87971853955736,7.4053668352032,6.315,0.085,NA,NA,0.28540266775
"AU","2001",5.61526432833333,5.0175,0.597764328333334,0.779070605416666,5.11357999160577,4.55091905740829,5.6175,-0.0150000000000006,NA,NA,0.597764328333334
"AU","2002",5.84395771116667,4.61083333333333,1.23312437783333,1.32240215566667,5.54123164107307,6.6630517829208,5.845,0.415,NA,NA,1.23312437783333
"AU","2003",5.36677549766667,4.015,1.35177549766667,1.411943674,5.68151598703996,5.68494896553333,5.3675,0.4125,NA,NA,1.35177549766667
"AU","2004",5.5907745075,4.27416666666667,1.31660784083333,1.219589205,3.95443567892045,4.13790255671204,5.59,0.5425,NA,NA,1.31660784083333
"AU","2005",5.33997311391667,4.29,1.04997311391667,0.932855880166667,2.73516151169596,2.03967164336823,5.34,0.6925,NA,NA,1.04997311391667
"AU","2006",5.58787224425,4.79166666666667,0.796205577583333,0.902612484416666,3.70006790953775,1.68200419909209,5.5875,0.595000000000001,NA,NA,0.796205577583333
"AU","2007",5.99452083733333,4.62916666666667,1.36535417066667,1.70558679291667,2.65552006332669,2.10634135501114,5.995,1.0875,NA,NA,1.36535417066667
"AU","2008",5.81794393966667,3.66666666666667,2.151277273,1.900443821,12.0448037238667,17.7922495367019,5.8175,1.455,NA,NA,2.151277273
"AU","2009",5.03951184208333,3.25666666666667,1.78284517541667,1.87022206933333,11.4249236548611,5.84110178125188,5.0375,0.93,NA,NA,1.78284517541667
"AU","2010",5.36604166666667,3.21416666666667,2.151875,2.20854166666667,4.91368641697208,4.83529475244837,5.365,1.3325,NA,NA,2.151875
"AU","2011",4.87958333333333,2.78583333333333,2.09375,2.06208333333333,13.2019004365245,13.5025033871877,4.8775,1.2575,NA,NA,2.09375
"AU","2012",3.37916666666667,1.8025,1.57666666666667,1.47270833333333,12.9265873009627,8.41933393991095,3.38,0.835,NA,NA,1.57666666666667
"AU","2013",3.69729166666667,2.35083333333333,1.34645833333333,1.30916666666667,9.27416340651988,9.14291048841192,3.6975,0.580000000000001,NA,NA,1.34645833333333
"AU","2014",3.65666666666667,2.54083333333333,1.11583333333333,0.916666666666667,10.7655945378064,15.6807776896527,3.655,0.58,NA,NA,1.11583333333333
"AU","2015",2.54,1.96666666666667,0.573333333333333,NA,3.43220389255171,NA,2.645,0.175,NA,NA,0.573333333333333
"AZ","2011",NA,NA,NA,NA,NA,NA,5,1.38,NA,NA,1.38
"AZ","2012",NA,NA,NA,NA,NA,NA,5,2.455,NA,NA,2.455
"AZ","2013",NA,NA,NA,NA,NA,NA,4.25,1.1325,NA,NA,1.1325
"AZ","2014",NA,NA,NA,NA,NA,NA,4.25,1.175,NA,NA,1.175
"BE","1955",4.61416666666667,2.81666666666667,1.7975,1.74833333333333,1.74962396371831,1.54114587700401,NA,NA,NA,NA,1.7975
"BE","1956",4.75916666666667,3.1825,1.57666666666667,1.6625,6.30327967941561,8.20022787882472,NA,NA,NA,NA,1.57666666666667
"BE","1957",6.065,3.6475,2.4175,2.65,8.50475791340804,6.37929428992979,NA,NA,NA,NA,2.4175
"BE","1958",5.41083333333333,3.31583333333333,2.095,1.57583333333333,8.84074810304519,6.11319761335699,NA,NA,NA,NA,2.095
"BE","1959",5.02083333333333,4.33333333333333,0.6875,0.664166666666667,2.218609767503,2.45682864798918,NA,NA,NA,NA,0.6875
"BE","1960",5.54833333333333,4.11666666666667,1.43166666666667,1.77666666666667,5.29546184355731,5.06884883577045,5.55,1.49,NA,NA,1.43166666666667
"BE","1961",5.87166666666667,3.8825,1.98916666666667,1.80833333333333,1.60231321951638,3.22980861596424,5.8725,1.95,NA,NA,1.98916666666667
"BE","1962",5.1775,3.94583333333333,1.23166666666667,1.08166666666667,4.0948100541828,3.82528917593901,5.1775,1.1825,NA,NA,1.23166666666667
"BE","1963",5.2825,4.0025,1.28,1.62666666666667,9.85048209593104,10.4448623374984,5.2825,1.2325,NA,NA,1.28
"BE","1964",6.45166666666667,4.18666666666667,2.265,2.2575,0.629896739388495,0.630637274734239,6.4525,2.265,NA,NA,2.265
"BE","1965",6.43833333333333,4.2825,2.15583333333333,2.04083333333333,0.769030975807245,0.893445694529992,6.4375,2.17,NA,NA,2.15583333333333
"BE","1966",6.65166666666667,4.92333333333333,1.72833333333333,1.83333333333333,1.3791150330848,0.835832370420658,6.6525,1.885,NA,NA,1.72833333333333
"BE","1967",6.68416666666667,5.07333333333333,1.61083333333333,1.3,1.33120422700391,1.46517265866111,6.685,1.675,NA,NA,1.61083333333333
"BE","1968",6.545,5.64583333333333,0.899166666666667,0.815,1.08331952885842,1.88632525679946,6.545,1.09,NA,NA,0.899166666666667
"BE","1969",7.29333333333333,6.67083333333333,0.6225,0.558333333333333,5.80283336451451,4.02880977400084,7.2925,0.965000000000001,NA,NA,0.6225
"BE","1970",7.80416666666667,7.34833333333333,0.455833333333334,0.743333333333333,1.57453037527484,2.5447102443932,7.8025,0.94,NA,NA,0.455833333333334
"BE","1971",7.32166666666667,6.15916666666667,1.1625,1.035,2.13967975070434,2.16015696098006,7.32,1.2,NA,NA,1.1625
"BE","1972",7.04416666666667,6.21,0.834166666666667,0.7675,1.59289025514434,2.01849569411333,7.045,1.035,NA,NA,0.834166666666667
"BE","1973",7.49416666666667,6.8425,0.651666666666666,0.770833333333333,3.13374984062214,4.86890972497038,7.4925,0.375,NA,NA,0.651666666666666
"BE","1974",8.76833333333333,7.5575,1.21083333333333,1.2575,4.05025376036834,2.16419020604995,8.7675,0.717499999999999,NA,NA,1.21083333333333
"BE","1975",8.51583333333333,7.9875,0.528333333333332,0.476666666666667,3.83577844960242,3.62529231621178,8.5125,0.319999999999999,NA,NA,0.528333333333332
"BE","1976",9.08833333333333,7.61166666666667,1.47666666666667,1.62833333333333,2.01735946032578,1.6632029046945,9.0875,1.2225,NA,NA,1.47666666666667
"BE","1977",8.7625,7.41916666666667,1.34333333333333,1.19083333333333,3.26548449137221,3.51465457987522,8.7625,1.0925,NA,NA,1.34333333333333
"BE","1978",8.9275,8.41,0.5175,0.225833333333334,2.18674118874945,1.80781063849015,8.9275,0.442500000000001,NA,NA,0.5175
"BE","1979",9.69333333333333,9.4425,0.250833333333334,0.151666666666667,6.65347007378377,9.4406323102246,9.6925,0.362499999999999,NA,NA,0.250833333333334
"BE","1980",11.9,11.46,0.44,0.539999999999999,3.34929084012396,4.0341504079842,11.9,0.515000000000001,NA,NA,0.44
"BE","1981",13.4366666666667,13.9108333333333,-0.474166666666665,-0.594166666666666,2.62039176774315,1.57714245125611,13.4375,-0.280000000000001,NA,NA,-0.474166666666665
"BE","1982",13.4283333333333,13.0016666666667,0.426666666666666,1.01583333333333,2.87136971090612,3.79432681308564,13.4275,0.51,NA,NA,0.426666666666666
"BE","1983",11.9408333333333,11.105,0.835833333333333,0.485000000000001,2.99437868330445,2.94406306408598,11.94,0.5975,NA,NA,0.835833333333333
"BE","1984",12.2425,12.4383333333333,-0.195833333333333,-0.275833333333333,1.76676580357825,2.24889929715915,12.2425,-0.234999999999999,NA,NA,-0.195833333333333
"BE","1985",10.9683333333333,10.6233333333333,0.345000000000001,0.6275,6.15376782796909,6.1337796560815,10.9675,-0.00500000000000078,NA,NA,0.345000000000001
"BE","1986",8.62583333333333,7.6825,0.943333333333332,0.871666666666666,8.88000950154818,2.24641914158044,8.625,0.7725,NA,NA,0.943333333333332
"BE","1987",8.18416666666667,8.38416666666667,-0.200000000000001,-0.585833333333333,2.23939918808191,3.13378316302902,8.185,-0.1975,NA,NA,-0.200000000000001
"BE","1988",8.0075,8.84583333333333,-0.838333333333333,-0.921666666666667,2.28921919532047,2.31474421229639,8.0075,-0.84,NA,NA,-0.838333333333333
"BE","1989",8.58666666666667,8.49833333333333,0.0883333333333329,0.773333333333333,4.71581970766316,9.10646053971694,8.5875,0.0875000000000004,NA,NA,0.0883333333333329
"BE","1990",10.0616666666667,8.55,1.51166666666667,1.41916666666667,2.36215127995143,3.04860244960481,10.06,1.51,NA,NA,1.51166666666667
"BE","1991",9.31083333333333,7.85833333333333,1.4525,1.445,2.33761060407857,2.63780534255214,9.31,1.45,NA,NA,1.4525
"BE","1992",8.65916666666667,7.01,1.64916666666667,1.59333333333333,4.32985413833567,7.48740232399765,8.6575,1.6475,NA,NA,1.64916666666667
"BE","1993",7.21666666666667,5.87333333333333,1.34333333333333,1.20833333333333,3.8529702853604,4.0556772209718,7.2175,1.175,NA,NA,1.34333333333333
"BE","1994",7.7025,7.08,0.6225,0.639166666666668,9.00498293238051,4.97378233368853,7.7025,0.217499999999999,NA,NA,0.6225
"BE","1995",7.3775,6.58,0.7975,0.748333333333333,8.33430364772803,6.11756820241589,7.375,0.412500000000001,NA,NA,0.7975
"BE","1996",6.29833333333333,6.43833333333333,-0.14,-0.520833333333333,4.99740763249436,6.74175240887435,6.2975,-0.5225,NA,NA,-0.14
"BE","1997",5.58666666666667,6.3525,-0.765833333333333,-0.665,2.21517422403932,5.01606675004272,5.5875,-1.0975,NA,NA,-0.765833333333333
"BE","1998",4.695,5.26416666666667,-0.569166666666667,-0.665833333333333,7.88804729706537,8.92771714093443,4.6925,-1.0275,NA,NA,-0.569166666666667
"BE","1999",4.71333333333333,5.63666666666667,-0.923333333333334,-0.891666666666667,13.1989969912272,11.2258350622409,4.715,-1.475,NA,NA,-0.923333333333334
"BE","2000",5.57,6.02916666666667,-0.459166666666667,-0.241666666666667,2.15167664405771,4.01487119937363,5.57,-0.659999999999999,NA,NA,-0.459166666666667
"BE","2001",5.06333333333333,5.0175,0.0458333333333334,0.0408333333333326,3.86771748672346,4.07280416624933,5.065,-0.5675,NA,NA,0.0458333333333334
"BE","2002",4.8925,4.61083333333333,0.281666666666666,0.312500000000001,6.98164995534126,9.82875593549945,4.8925,-0.5375,NA,NA,0.281666666666666
"BE","2003",4.14583333333333,4.015,0.130833333333333,0.11,4.62193958864765,4.69387784375039,4.1475,-0.8075,NA,NA,0.130833333333333
"BE","2004",4.0625,4.27416666666667,-0.211666666666667,-0.414166666666667,5.51029356081979,7.9217109426761,4.0625,-0.985,NA,NA,-0.211666666666667
"BE","2005",3.365,4.29,-0.925,-1.01,5.18997004355809,4.98257591089784,3.3625,-1.285,NA,NA,-0.925
"BE","2006",3.805,4.79166666666667,-0.986666666666667,-0.874166666666667,5.71248870966085,2.81336640713101,3.805,-1.1875,NA,NA,-0.986666666666667
"BE","2007",4.33333333333333,4.62916666666667,-0.295833333333333,-0.0108333333333333,4.67824328072542,3.6875863823657,4.335,-0.572500000000001,NA,NA,-0.295833333333333
"BE","2008",4.39833333333333,3.66666666666667,0.731666666666667,0.9275,6.81306764168288,7.62022910845317,4.4,0.0375000000000005,NA,NA,0.731666666666667
"BE","2009",3.81833333333333,3.25666666666667,0.561666666666667,0.184166666666667,5.12942744528574,5.00731578856408,3.82,-0.2875,NA,NA,0.561666666666667
"BE","2010",3.345,3.21416666666667,0.130833333333333,0.3425,8.21442849867509,12.7180235156206,3.345,-0.6875,NA,NA,0.130833333333333
"BE","2011",4.1775,2.78583333333333,1.39166666666667,1.625,5.3234922685752,9.33656946358669,4.1775,0.5575,NA,NA,1.39166666666667
"BE","2012",2.9625,1.8025,1.16,0.851666666666667,18.349690096801,15.4753708329852,2.9625,0.4175,NA,NA,1.16
"BE","2013",2.37416666666667,2.35083333333333,0.023333333333333,-0.174166666666667,10.328913559786,10.4498210375963,2.3775,-0.74,NA,NA,0.023333333333333
"BE","2014",1.74,2.54083333333333,-0.800833333333334,-1.02583333333333,27.7414215773498,41.1962841231613,1.7375,-1.3375,NA,NA,-0.800833333333334
"BE","2015",0.613333333333333,1.96666666666667,-1.35333333333333,NA,22.0159011962273,NA,0.735,-1.735,NA,NA,-1.35333333333333
"BG","1994",NA,NA,NA,NA,NA,NA,NA,NA,0.97776,-6.10224,NA
"BG","1995",NA,NA,NA,NA,NA,NA,NA,NA,1.13067,-5.44933,NA
"BG","1996",NA,NA,NA,NA,NA,NA,NA,NA,1.47216,-4.96617333333333,NA
"BG","1997",NA,NA,NA,NA,NA,NA,NA,NA,2.34722,-4.00528,NA
"BG","1998",NA,NA,NA,NA,NA,NA,NA,NA,2.64466,-2.61950666666667,NA
"BG","1999",NA,NA,NA,NA,NA,NA,NA,NA,2.87418,-2.76248666666667,NA
"BG","2000",NA,NA,NA,NA,NA,NA,NA,NA,3.48119,-2.54797666666667,NA
"BG","2001",NA,NA,NA,NA,NA,NA,NA,NA,3.85696,-1.16054,NA
"BG","2002",NA,NA,NA,NA,NA,NA,8.03,2.6,4.64538,0.0345466666666665,2.6
"BG","2003",NA,NA,NA,NA,NA,NA,6.3275,1.3725,5.20833,1.19333,1.3725
"BG","2004",NA,NA,NA,NA,NA,NA,5.535,0.4875,5.64168,1.36751333333333,0.4875
"BG","2005",NA,NA,NA,NA,NA,NA,4.02,-0.6275,6.00236,1.71236,-0.6275
"BG","2006",NA,NA,NA,NA,NA,NA,4.3975,-0.595,6.09096,1.29929333333333,-0.595
"BG","2007",NA,NA,NA,NA,NA,NA,4.67,-0.237500000000001,6.5404,1.91123333333333,-0.237500000000001
"BG","2008",NA,NA,NA,NA,NA,NA,5.885,1.5225,6.64575,2.97908333333333,1.5225
"BG","2009",NA,NA,NA,NA,NA,NA,7.4525,3.345,6.98565,3.72898333333333,3.345
"BG","2010",NA,NA,NA,NA,NA,NA,6.0275,1.995,8.06472,4.85055333333333,1.995
"BG","2011",NA,NA,NA,NA,NA,NA,5.3,1.68,8.58596,5.80012666666667,1.68
"BG","2012",NA,NA,NA,NA,NA,NA,4.4975,1.9525,9.07565,7.27315,1.9525
"BG","2013",NA,NA,NA,NA,NA,NA,3.555,0.4375,9.50581,7.15497666666667,0.4375
"BG","2014",NA,NA,NA,NA,NA,NA,3.405,0.33,NA,NA,0.33
"BG","2015",NA,NA,NA,NA,NA,NA,2.715,0.245,NA,NA,0.245
"BI","2008",NA,NA,NA,NA,NA,NA,9,4.6375,NA,NA,4.6375
"BI","2009",NA,NA,NA,NA,NA,NA,9,4.8925,NA,NA,4.8925
"BI","2010",NA,NA,NA,NA,NA,NA,9,4.9675,NA,NA,4.9675
"BI","2011",NA,NA,NA,NA,NA,NA,9,5.38,NA,NA,5.38
"BI","2012",NA,NA,NA,NA,NA,NA,9,6.455,NA,NA,6.455
"BI","2013",NA,NA,NA,NA,NA,NA,9,5.8825,NA,NA,5.8825
"BI","2014",NA,NA,NA,NA,NA,NA,9,5.925,NA,NA,5.925
"BI","2015",NA,NA,NA,NA,NA,NA,9,6.53,NA,NA,6.53
"BR","1994",NA,NA,NA,NA,NA,NA,NA,NA,0.88059,-6.19941,NA
"BR","1995",NA,NA,NA,NA,NA,NA,NA,NA,0.91526,-5.66474,NA
"BR","1996",NA,NA,NA,NA,NA,NA,NA,NA,1.27874,-5.15959333333333,NA
"BR","1997",NA,NA,NA,NA,NA,NA,NA,NA,1.603,-4.7495,NA
"BR","1998",NA,NA,NA,NA,NA,NA,NA,NA,1.56892,-3.69524666666667,NA
"BR","1999",NA,NA,NA,NA,NA,NA,NA,NA,1.59961,-4.03705666666667,NA
"BR","2000",NA,NA,NA,NA,NA,NA,NA,NA,2.04756,-3.98160666666667,NA
"BR","2001",NA,NA,NA,NA,NA,NA,NA,NA,2.21159,-2.80591,NA
"BR","2002",NA,NA,NA,NA,NA,NA,NA,NA,2.16607,-2.44476333333333,NA
"BR","2003",NA,NA,NA,NA,NA,NA,NA,NA,3.14996,-0.86504,NA
